"id";"name";"mobile";"address";"rating";"votes";"established";"website";"mon_time";"tues_time";"wed_time";"thurs_time";"fri_time";"sat_time";"sun_time"
1337;"Cutss N Curves Unisex Gym";"+(91)-9999212623";"B-60, Basement, Dayanand Colony, Lajpat Nagar 4-Lajpat Nagar, Delhi - 110024, Near Mother Dairy(Map)";"4.5";"2";"2011";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1338;"The Champ Fitness Zone Gym";"+(91)-9810645196";"Pandit Complex, Champ Fitness Zone, Pandav Nagar, Delhi - 110092, Main Market, Opposite Mother Dairy(Map)";"4.5";"2";"GymnasiumsWeight Los";"Null";"06:00 pm - 10:00 pm";"06:00 pm - 10:00 pm";"06:00 pm - 10:00 pm";"06:00 pm - 10:00 pm";"06:00 pm - 10:00 pm";"06:00 pm - 10:00 pm";"06:00 am - 10:00 pm"
1339;"Health & Fitness";"+(91)-9999968484";"52/1 Second Floor, Gupta Building, Nizamuddin, Delhi - 110013, Near Dda Flats(Map)";"2.5";"2";"2010";"javascript:void(0);";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"06:00 am - 12:00 pm  04:00 pm - 10:00 pm";"Closed"
1340;"the iron pumpers inc.";"+(91)-9811483822";"A178/12a, Ground Floor, Dayanand Colony, Lajpat Nagar 4-Lajpat Nagar, Delhi - 110024";"5.0";"1";"Cash";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"Closed"
1341;"Figure and Fezeek Gym";"+(91)-9810894006";"Shop number 115-A, Mathura Road, Ashram, Delhi - 110014, Opp Petrol Pump, Hari nagar(Map)";"4.0";"1";"1997";"Null";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"05:00 am - 10:00 am";"05:00 am - 05:30 am"
1342;"Arons  Gym";"+(91)-9891577846";"D-26, Shyam Park Extension, Sahibabad, Ghaziabad - 201005, Near Diwaker School(Map)";"3.0";"1";"Cash";"javascript:void(0);";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"Closed"
1343;"Body Fitness Centre";"+(91)-9910538765";"2, Bhagwan Nagar, Main road, Ashram, Delhi - 110014, Near Shiv Mandir(Map)";"4.0";"1";"2014";"Null";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"06:00 am - 10:00 am";"Closed"
1344;"Endless Fight Club And Fitness...";"+(91)-9650145558";"6/113, Rajender Nagar sector-2, Zakir Husain marg, Rajendra Nagar Sector 2, Ghaziabad - 201005, Near New Vision Hospital(Map)";"5.0";"1";"2007";"javascript:void(0);";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"Closed"
1345;"GYM OLYMPIA";"+(91)-9810828512";"S-144, school block, Shiv MANDIR Road, Shakarpur, Delhi - 110092, Near Mother Dairy(Map)";"4.0";"1";"2013";"http://www.olympiagym.com";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"Closed"
1346;"Cut n glow menz saloon";"+(91)-9953728316";"Shop No 184, Main road, Kilokri, Delhi - 110024, Near tikona park(Map)";"Null";"0";"2010";"Null";"08:30 am - 10:00 pm";"08:30 am - 10:00 pm";"08:30 am - 10:00 pm";"08:30 am - 10:00 pm";"08:30 am - 10:00 pm";"08:30 am - 10:00 pm";"Closed"
1347;"FIBER.FITNESS.FACTORY";"+(91)-9999570027";"C-54, Basement, Vinod Nagar West, Delhi - 110092, Sabji Mandi Chowk(Map)";"Null";"0";"2015";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
1348;"Gladiator Fitness Center";"+(91)-9999692317";"85, , Prakash Mohalla-East Of Kailash, Delhi - 110065, Opp. Shri Krishna Hotel(Map)";"Null";"0";"2013";"javascript:void(0);";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm"
1349;"Oasis Gym";"+(91)-9911991121";"A-35, joshi colony , Patparganj, Delhi - 110092, near mangal sweets(Map)";"Null";"0";"2014";"javascript:void(0);";"05:30 am - 11:00 am  04:30 pm - 10:00 pm";"05:30 am - 11:00 am  04:30 pm - 10:00 pm";"05:30 am - 11:00 am  04:30 pm - 10:00 pm";"05:30 am - 11:00 am  04:30 pm - 10:00 pm";"05:30 am - 11:00 am  04:30 pm - 10:00 pm";"05:30 am - 11:00 am  04:30 pm - 10:00 pm";"Closed"
1350;"Health zone gym";"+(91)-9210040321";"Ds-1 Basement Ishwar banquet hall, main road, Lajpat Nagar-Sahibabad, Ghaziabad - 201005, ishwar banquet hall(Map)";"Null";"0";"2005";"javascript:void(0);";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"Closed"
1351;"Kapil Fitness Centre";"+(91)-9953470701";"D-44/10, East Of Kailash, Delhi - 110065, Opp. Sapna Cinema(Map)";"Null";"0";"2009";"javascript:void(0);";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm"
1352;"JFC Gym";"+(91)-9810945603";"A-37, Bhagwan Nagar, Delhi - 110024, mother dairy(Map)";"Null";"0";"2004";"Null";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"05:30 am - 10:00 am";"Closed"
1353;"Cuts & Curves Gymnasium";"+(91)-9810767437";"127, Ashram, Delhi - 110014, Opp Fire Station Hari Ngr(Map)";"Null";"0";"2011";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"Closed"
1354;"Max Gym";"+(91)-8586858548";"E-95 1st floor, Samaspur road, Pandav Nagar, Delhi - 110092(Map)";"Null";"0";"2012";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1355;"Fat 2 Fit gym";"+(91)-9911333325";"196-A,1st floor, tarachand complex, East Of Kailash, Delhi - 110065, main road Ramesh market(Map)";"Null";"0";"2010";"Null";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm"
1356;"Step 2 Fitness";"+(91)-9999950505";"A-73, Madhu Vihar-Patparganj, Delhi - 110092";"Null";"0";"AerobicsPersonal Tra";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
1357;"Prem Gym";"+(91)-8860782943";"J-580 basement, Pandav Nagar, Delhi - 110092, Near Radha Krishna Mandir(Map)";"Null";"0";"Cash";"Null";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
1358;"Myte Gym";"+(91)-9958568168";"94/4, Joshi Colony, Delhi - 110092, IP Extension,Back Of Royal Banquet(Map)";"Null";"0";"Cash";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
1359;"Apsara Beauty Parlour And Body...";"+(91)-8826923845";"88 First Floor, Harinagar, Ashram, Delhi - 110014, Near Sabji Mandi(Map)";"Null";"0";"2012";"Null";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm"
1360;"The champ gym";"+(91)-9891705640";"Plot no-2, pandit complex, Main road, Pandav Nagar, Delhi - 110092, Near mother dairy stand(Map)";"Null";"0";"Cash";"Null";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
1361;"Health &Nutritions for unisex ...";"+(91)-9711026801";"B-144, Lajpat Nagar 4-Lajpat Nagar, Delhi - 110024, Dayanand colony(Map)";"Null";"0";"Cash";"javascript:void(0);";"12:00 am - 11:59 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"Closed"
1362;"Fuel gym";"+(91)-8376839010";"B-144, Dayanand colony, Lajpat Nagar 4-Lajpat Nagar, Delhi - 110024, Near laxmi Narayan temple(Map)";"Null";"0";"2012";"javascript:void(0);";"06:30 am - 11:30 am";"06:30 am - 11:30 am";"06:30 am - 11:30 am";"06:30 am - 11:30 am";"06:30 am - 11:30 am";"06:30 am - 11:30 am";"06:30 am - 11:30 am"
1363;"Touch n Glow Beauty Saloon";"+(91)-8744022711";"A-105, Pandav Nagar, Delhi - 110092, Near D Park & Reliance Fresh(Map)";"Null";"0";"2011";"javascript:void(0);";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm"
1364;"Yash Fitness Club";"+(91)-9990007895";"74/A, gali no. 2, Mandawali, Delhi - 110092, valmiki gali(Map)";"Null";"0";"Cash";"javascript:void(0);";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"Closed"
1365;"Shape Up With Dance";"+(91)-9818830336";"No.d-52, Ground Floor, Preet Vihar, Delhi - 110092, Behind Durga Temple";"Null";"0";"2014";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
1366;"say";"Null";"Akshardham-Noida MOD, Delhi - 110092";"Null";"0";"CashCheques";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm"
1367;"Vote gym";"+(91)-8285287176";"493 c block, Main road, Yojana Vihar, Delhi - 110092, Opposite state bank of india";"Null";"0";"2006";"Null";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm"
1368;"Look & like fitness world";"+(91)-8800384546";"3/87, Ghaziabad - 201005(Map)";"Null";"0";"2015";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1369;"Performance fitness";"+(91)-9811660241";"Near central market, Ramprastha, Ghaziabad - 201011(Map)";"Null";"0";"1920";"Null";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm"
1370;"Bala V Solid Gym";"+(91)-9871055616";"F 18, preet vihar,basement bank of baroda, Preet Vihar, Delhi - 110092, near preet vihar metro station";"Null";"0";"2015";"javascript:void(0);";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"06:00 am - 11:00 am  04:00 pm - 10:00 pm";"Closed"
1371;"The little gym";"+(91)-9599909584";"Shop no S601, Vivek malvia road, Shakarpur, Delhi - 110092, Near icici bank atm(Map)";"Null";"0";"2015";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1372;"Pro Fit Health Club";"+(91)-9911443001";"B-7, Kashmere Park Road, Jangpura Extention, Delhi - 110014, Near Modi Bakery(Map)";"Null";"0";"2010";"javascript:void(0);";"11:00 am - 11:00 pm";"11:00 am - 11:00 pm";"11:00 am - 11:00 pm";"11:00 am - 11:00 pm";"11:00 am - 11:00 pm";"11:00 am - 11:00 pm";"11:00 am - 11:00 pm"
1373;"The Bay Health Club";"+(91)-11-42153502";"4 Bahubali enclave , Karkardooma, Delhi - 110092, Near Happy English School, Near Karkardooma Metro Station,Bahubali Enclave(Map)";"3.8";"8";"2013";"javascript:void(0);";"Closed";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm"
1374;"We Care Fitness Club";"+(91)-8800889903";"D-216/3, Dilshad Garden, Delhi - 110095, Opposite J&K Pocket,Centre Block(Map)";"5.0";"3";"2011";"Null";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"Closed"
1375;"Muscle Hut Fat To Fit";"+(91)-9873184285";"c-210, Jhilmil Colony, Delhi - 110095, nr reliance fress(Map)";"Null";"0";"2015";"javascript:void(0);";"06:30 am - 10:30 pm";"06:30 am - 10:30 pm";"06:30 am - 10:30 pm";"06:30 am - 10:30 pm";"06:30 am - 10:30 pm";"06:30 am - 10:30 pm";"06:30 am - 10:30 pm"
1376;"The Body x Gym";"+(91)-9582531395";"E-371 , Nirman Vihar, Delhi - 110092, Near to metro station(Map)";"4.0";"2";"2011";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
1377;"The Yours Gym And Spa";"+(91)-11-33041779";"R 29, Vikas Marg, Shakarpur, Delhi - 110092, Opposite Hira Sweets(Map)";"5.0";"1";"2015";"javascript:void(0);";"05:30 am - 01:00 pm  04:30 pm - 11:00 pm";"05:30 am - 01:00 pm  04:30 pm - 11:00 pm";"05:30 am - 01:00 pm  04:30 pm - 11:00 pm";"05:30 am - 01:00 pm  04:30 pm - 11:00 pm";"05:30 am - 01:00 pm  04:30 pm - 11:00 pm";"05:30 am - 01:00 pm  04:30 pm - 11:00 pm";"Closed"
1378;"Robust Bodies Health Club";"+(91)-9810071898";"n 38 b, ramesh park road, Laxmi Nagar, Delhi - 110092, near ramesh park export market(Map)";"4.6";"18";"2002";"javascript:void(0);";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"Closed"
1379;"Paridhi Health Care Pvt Ltd";"+(91)-9266629020";"Shop No U-158, Laxmi Nagar, Delhi - 110092, Near Laxmi Nagar Metro Station(Map)";"4.6";"17";"Spa";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 02:00 pm"
1380;"Iron Bulls Gym";"+(91)-11-33496194";"F 11, Basement, Dilshad Colony, Delhi - 110095, Near HDFC Bank(Map)";"4.3";"18";"2004";"Null";"05:00 am - 01:00 pm  04:00 pm - 10:00 pm";"05:00 am - 01:00 pm  04:00 pm - 10:00 pm";"05:00 am - 01:00 pm  04:00 pm - 10:00 pm";"05:00 am - 01:00 pm  04:00 pm - 10:00 pm";"05:00 am - 01:00 pm  04:00 pm - 10:00 pm";"05:00 am - 01:00 pm  04:00 pm - 10:00 pm";"Closed"
1381;"Muscle Mall";"+(91)-9250031933";"S-528, School Block, Mother Dairy Road, Laxmi Nagar, Delhi - 110092, Opposite Gate No. 2, Lakshmi Nagar Metro Station(Map)";"3.7";"6";"2000";"http://www.healthsupplementsdelhi.com";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm"
1382;"Colosseum Fitness Services";"+(91)-9899388888";"C-1/124, Lajpat Nagar 1-Lajpat Nagar, Delhi - 110024(Map)";"4.5";"4";"2006";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1383;"Glorious Fitness Centre";"+(91)-9990775504";"C-493, Yojna Vihar , Vivek Vihar, Delhi - 110095, Opp SBI BANK(Map)";"4.0";"2";"2010";"Null";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm"
1384;"X Zone Gym pvt ltd";"+(91)-8287344433";"D-5 SOUTH ANARKALI, NO.1, Krishna Nagar, Delhi - 110051, Near Transformer(Map)";"5.0";"3";"2003";"http://www.xzonegym.com";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm";"05:30 am - 08:30 pm"
1385;"Care 4 You Fitness World";"+(91)-9213398738";"C-4, Dilshad Colony, Delhi - 110095, Near migrnaini chowk(Map)";"4.0";"4";"2012";"javascript:void(0);";"06:00 am - 12:00 pm  05:00 pm - 09:30 pm";"06:00 am - 12:00 pm  05:00 pm - 09:30 pm";"06:00 am - 12:00 pm  05:00 pm - 09:30 pm";"06:00 am - 12:00 pm  05:00 pm - 09:30 pm";"06:00 am - 12:00 pm  05:00 pm - 09:30 pm";"06:00 am - 12:00 pm  05:00 pm - 09:30 pm";"Closed"
1386;"Himalaya Gym";"+(91)-9999951502";"F-199, Main Road, Laxmi Nagar, Delhi - 110092, Near Sisu Bharti School ,Mangal Bazar(Map)";"3.8";"8";"Gym Equipment Manufa";"http://www.theprofitnesstrainers.com";"05:00 am - 01:00 pm  05:00 pm - 09:30 pm";"05:00 am - 01:00 pm  05:00 pm - 09:30 pm";"05:00 am - 01:00 pm  05:00 pm - 09:30 pm";"05:00 am - 01:00 pm  05:00 pm - 09:30 pm";"05:00 am - 01:00 pm  05:00 pm - 09:30 pm";"05:00 am - 01:00 pm  05:00 pm - 09:30 pm";"05:30 am - 05:30 am  05:00 pm - 09:30 pm"
1387;"Delhi health club.";"+(91)-9811362929";"CR- 244, CR Main road, Laxmi Nagar, Delhi - 110092, Near laxmi sweets(Map)";"3.8";"6";"2010";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1388;"Dream Body Family";"+(91)-9811212927";"Sb 34, Basement, Sahibabad, Ghaziabad - 201005, Shalimar Garden Extn 2(Map)";"4.0";"3";"2012";"Null";"10:00 am - 12:00 pm";"10:00 am - 12:00 pm";"10:00 am - 12:00 pm";"10:00 am - 12:00 pm";"10:00 am - 12:00 pm";"10:00 am - 12:00 pm";"Closed"
1389;"Silver Stone Gym";"+(91)-9582928547";"B-169,surajmal Vihar, Surajmal Vihar-Anand Vihar, Delhi - 110092, Near cross river mall(Map)";"Null";"0";"Cash";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
1390;"Desi Folks Gym";"+(91)-11-22424535";"M-68 & 69, Street No - 5, Laxmi Nagar, Delhi - 110092, Near Jagat Ram Park(Map)";"4.5";"12";"Unisex Gym";"http://www.desifolkgym.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1391;"Curves And Moves";"+(91)-11-33060655";"D 58, 1st Floor, Shyam Park Extension, Sahibabad, Ghaziabad - 201005, Near Jindal Market";"4.6";"5";"2013";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"Closed"
1392;"The vigrous gym";"+(91)-9811426779";"U-38 Bawa Place, Mother Dairy Road, Shakarpur, Delhi - 110092(Map)";"4.8";"4";"Cash";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
1393;"Fitness Station";"+(91)-8800207332";"F-Block, Vikaspuri, Delhi - 110092, Glaxi Mkt(Map)";"4.0";"1";"Cash";"Null";"09:00 am - 11:00 am  04:00 pm - 08:00 pm";"09:00 am - 11:00 am  04:00 pm - 08:00 pm";"09:00 am - 11:00 am  04:00 pm - 08:00 pm";"09:00 am - 11:00 am  04:00 pm - 08:00 pm";"09:00 am - 11:00 am  04:00 pm - 08:00 pm";"09:00 am - 11:00 am  04:00 pm - 08:00 pm";"Closed"
1394;"Gaia Health Studio";"+(91)-9716489279";"Shop No 149,A-Block, Lajpat Nagar 1-Lajpat Nagar, Delhi - 110024, Near Bike Market";"2.0";"1";"2009";"Null";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"Closed"
1395;"Antifit Gym";"+(91)-9999179111";"F-22/667a, Krishna Mandir Marg, Shakarpur, Delhi - 110092(Map)";"Null";"0";"GymnasiumsGymnasium ";"Null";"06:00 am - 10:30 am";"06:00 am - 10:30 am";"06:00 am - 10:30 am";"06:00 am - 10:30 am";"06:00 am - 10:30 am";"06:00 am - 10:30 am";"06:00 am - 10:30 am"
1396;"The Fitness Pump Gym";"+(91)-8826265891";"S-27, Sahibabad, Ghaziabad - 201005, Opp.Gurudwara";"4.8";"8";"Cash";"javascript:void(0);";"05:00 am - 12:00 pm";"05:00 am - 12:00 pm";"05:00 am - 12:00 pm";"05:00 am - 12:00 pm";"05:00 am - 12:00 pm";"05:00 am - 12:00 pm";"Closed"
1397;"Samiksha Physiotherapy Centre ...";"+(91)-9560616482";"C- 41, Basement, Shalimar Garden Extention 2, Ghaziabad - 201005, OPP OSIAN PLAZA";"4.6";"5";"2013";"Null";"06:30 am - 01:00 pm";"06:30 am - 01:00 pm";"06:30 am - 01:00 pm";"06:30 am - 01:00 pm";"06:30 am - 01:00 pm";"06:30 am - 01:00 pm";"05:30 am - 05:30 am"
1398;"NITRIX COMPLETE FITNESS WAY";"+(91)-9899393029";"Plot no.S-2 B-block, Shalimar Garden Extention 2, Ghaziabad - 201005, Opposite SM World(Map)";"4.5";"2";"2012";"javascript:void(0);";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"Closed"
1399;"The Brock Health Club & Fitnes...";"+(91)-9268587152";"60 Feet Road, Jawahar Colony, Faridabad - 121005, Nangla Chowk";"Null";"0";"GymnasiumsFitness Ce";"Null";"05:00 am - 09:00 am  04:00 pm - 08:00 pm";"05:00 am - 09:00 am  04:00 pm - 08:00 pm";"05:00 am - 09:00 am  04:00 pm - 08:00 pm";"05:00 am - 09:00 am  04:00 pm - 08:00 pm";"05:00 am - 09:00 am  04:00 pm - 08:00 pm";"05:00 am - 09:00 am  04:00 pm - 08:00 pm";"Closed"
1400;"Talwalkars Pinnacle Fitness Pv...";"+(91)-11-29223243";"M-63, M Block Market, Greater Kailash, Delhi - 110048, Near Anupam Sweets(Map)";"3.6";"37";"1932";"http://www.talwalkars.net";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"10:00 am - 04:00 pm"
1401;"the iron pumbers";"+(91)-9899323839";"A178/12A, Lajpat Nagar 4-Lajpat Nagar, Delhi - 110024, Near Rama Galery, Dayanand Colony";"Null";"0";"1998";"javascript:void(0);";"05:30 am - 10:00 am  04:30 pm - 10:00 pm";"05:30 am - 10:00 am  04:30 pm - 10:00 pm";"05:30 am - 10:00 am  04:30 pm - 10:00 pm";"05:30 am - 10:00 am  04:30 pm - 10:00 pm";"05:30 am - 10:00 am  04:30 pm - 10:00 pm";"05:30 am - 10:00 am  04:30 pm - 10:00 pm";"Closed"
