"id";"name";"mobile";"address";"rating";"votes";"established";"website";"mon_time";"tues_time";"wed_time";"thurs_time";"fri_time";"sat_time";"sun_time"
210;"Shotokan Karate Do Federation ...";"+(91)-11-33435527";"Wz 55a Ramdatta Enclave, Uttam Nagar, Delhi - 110059";"Null";"0";"1999";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
211;"draggan karrate club delhi";"+(91)-9278963193";"House No-55, Gali No-3, Khera Kalan, Delhi - 110082, Ambedkar Clny Khera Khurd";"Null";"0";"Martial Art Training";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm"
212;"Shaolin Kung Fu School";"+(91)-9811964786";"9, Dwarka, Delhi - 110075, Sec-6";"3.1";"8";"2012";"javascript:void(0);";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
213;"Shri Martial Arts Academy";"+(91)-8800779798";"C- 69, Street No-5, Mangal Bazar Road, Nilothi, Delhi - 110041, Nilothi Extension, Near Chander Vihar, Shivram Park(Map)";"Null";"0";"2002";"javascript:void(0);";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"06:00 am - 10:00 am  04:00 pm - 10:00 pm";"Closed"
214;"Budo Martial Academy";"+(91)-9899666816";"Pt No- 335, Gurgaon, Gurgaon - 122001, Udyog Vihar, PH- 2";"3.0";"1";"2000";"javascript:void(0);";"05:00 am - 09:00 pm";"Closed";"05:00 am - 09:00 pm";"Closed";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm";"05:00 am - 09:00 pm"
215;"Sai Carate Planet";"+(91)-8802880781";"Jao vihar , sector - 46, near cyber park, Gurgaon, Gurgaon - 122001, Jal Vihar Road(Map)";"4.0";"7";"2004";"http://www.saikarateplanet.com";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm"
216;"Karate Planet";"+(91)-11-33437113";"Partham Ultrasound Basement, Gurgaon Ho, Gurgaon - 122001, Opposite SBI Bank";"3.3";"3";"2006";"http://www.karatedushyantsaini.in";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
217;"The Royal Academy";"+(91)-9999145046";"H - 5a, street no 7, Shivram park, peer baba road, Nangloi, Delhi - 110041, Nr hanuman mandir(Map)";"4.7";"3";"2008";"http://www.rdmaacademy.in";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 12:00 pm"
218;"Fitten Martial Art Academy";"+(91)-9953669364";"House Number C-66, Gurgaon Sector 14, Gurgaon - 122001, Old Dlf Colony, Near Sector-14 Market";"Null";"0";"2014";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
219;"School Of Shotokan Karate Do";"+(91)-9811655488";"Choudhary Devi LAL Park, Palam Vihar, Gurgaon - 122017, Sec 22";"3.7";"27";"They Provide Trainin";"http://www.schoolofshotokankaratedo.org";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
220;"Triple Dragon Martial Art Academy";"+(91)-9910535959";"Paprawat Road, Chhawala Stand, Najafgarh, Delhi - 110043, In Front Of Post Office(Map)";"Null";"0";"Cash";"javascript:void(0);";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
221;"Stringent School Of Performing...";"+(91)-11-33431487";"Shop Number A 26, Rama Park Road, Uttam Nagar, Delhi - 110059, Near Pillar Number 764(Map)";"4.7";"52";"2013";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm"
222;"Crazy Shredz";"+(91)-8800875077";"171, South City 2, Gurgaon - 122018, Sector-50, Near Hilton Garden Inn & Mayfields Garden";"Null";"0";"2013";"javascript:void(0);";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm"
223;"Young India Martial Art";"+(91)-9971250412";"House no. 64 & 67, Railway Road, Gurgaon Sector 4, Gurgaon - 122001, Near Mata Chintapurni Mandir(Map)";"Null";"0";"2013";"Null";"04:00 pm - 07:00 pm";"04:00 pm - 07:00 pm";"04:00 pm - 07:00 pm";"04:00 pm - 07:00 pm";"04:00 pm - 07:00 pm";"Closed";"Closed"
224;"Jahanara  sewing & beautician ...";"+(91)-8447330655";"flat no 105, pocket b, Narela, Delhi - 110040, Near dda flat(Map)";"Null";"0";"2015";"Null";"10:00 am - 05:00 pm";"10:00 am - 05:00 pm";"10:00 am - 05:00 pm";"10:00 am - 05:00 pm";"10:00 am - 05:00 pm";"10:00 am - 05:00 pm";"10:00 am - 05:00 pm"
225;"Bhrat Taekwando & self defence...";"+(91)-8447322237";"dev cables sector 9, kishan nagar, Basai Road, Gurgaon - 122001, near gas godown(Map)";"Null";"0";"2001";"javascript:void(0);";"05:00 am - 06:30 am";"05:00 am - 06:30 am";"05:00 am - 06:30 am";"05:00 am - 06:30 am";"05:00 am - 06:30 am";"05:00 am - 06:30 am";"Closed"
226;"Martial Arts Academy";"+(91)-9015196461";"A-3/A, Jain Nagar, Karala, Karalla, Karala, Delhi - 110081";"Null";"0";"Martial Art Training";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
227;"Leo Karate Classes";"+(91)-9911419691";"House Number-646, Gurgaon Sector 9a, Gurgaon - 122006, Near ESIC Hospital(Map)";"Null";"0";"2007";"javascript:void(0);";"04:00 pm - 08:00 pm";"04:00 pm - 08:00 pm";"04:00 pm - 08:00 pm";"04:00 pm - 08:00 pm";"04:00 pm - 08:00 pm";"Closed";"Closed"
228;"Say Fitness";"+(91)-11-33080481";"E 143, Amar Colony, Lajpat Nagar 4-Lajpat Nagar, Delhi - 110024, Opposite Tagore International School(Map)";"4.2";"20";"2006";"javascript:void(0);";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm"
229;"Altius Games & Sports Fedra...";"+(91)-11-33633160";"A- 63, Street No 3, Dayanand Vihar-Anand Vihar, Delhi - 110092, Arya Nagar, Near Karkardooma Metro Station(Map)";"3.4";"10";"2012";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
230;"Crime Check India Krav Maga";"+(91)-11-33742486";"Lodhi Garden, Lodhi Road, Delhi - 110003, Enter From Gate No 1 Of Lodhi Garden & Opposite To Mausam Bhavan(Map)";"4.3";"3";"2013";"http://www.crimecheckindia.com";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"Closed"
231;"Jet Lees Fight Club";"+(91)-11-33631793";"B-3/49a, Yamuna Vihar, Delhi - 110053, Near Bhajanpura Petrol Pump";"4.0";"15";"2005";"javascript:void(0);";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"05:30 am - 05:30 am"
232;"Sn Fitness Studio";"+(91)-11-33079715";"1008, Sushant Lok 1, Gurgaon Sector 43, Gurgaon - 122002, Opposite Vyapar Kendra";"4.9";"11";"2015";"javascript:void(0);";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm"
233;"Excel Taekwondo And Self De...";"+(91)-11-33742241";"House No 877/22,Gandhi Nagar, Gurgaon, Gurgaon - 122001, near malviya nagar metro station";"5.0";"1";"2006";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
234;"Knock out Martial art and f...";"+(91)-11-33074018";"WZ-629 A, SHIV NAGAR EXTENTION, Janakpuri, Delhi - 110058, Opposite- POLKA BAKERY";"4.3";"23";"1987";"http://www.martial-art.in";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
235;"Realistic Fitness World Bla...";"+(91)-11-33068556";"Wz 2/2, Lower Ground Floor, Paschim Vihar, Delhi - 110063, Near Paschim Vihar East Metro Station And Opposite Pillar No 218, Multan Nagar(Map)";"2.7";"3";"2009";"javascript:void(0);";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"Closed"
236;"Fearout MMA & Fitness";"+(91)-11-33453996";"A 1/3, Basement, Janakpuri, Delhi - 110058, Near Uttam Nagar East Metro Station And Pillar Number 637(Map)";"5.0";"2";"2005";"http://www.fearoutmma.com";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm"
237;"Sports Martial Art Academy";"+(91)-11-33491641";"Plot Number -137/138, Om Vihar Phase-1, Uttam Nagar, Delhi - 110059, Aaryan International School(Map)";"4.0";"5";"2003";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
238;"Sampurna Art Academy";"+(91)-11-33068740";"C 61, First Floor, Budh Bazar Road, Avantika, Rohini Sector 1, Delhi - 110085, Near Subzi Mandi(Map)";"5.0";"2";"2009";"http://www.sampurnamusic.com";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm";"10:00 am - 10:00 pm"
239;"Look me";"+(91)-8802697866";"Pocket A- 8/74 basement, Kalkaji Extension, Delhi - 110019, Backend of aggrawal sweets(Map)";"Null";"0";"Cash";"http://www.advancefitness.com";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm"
240;"SAN-Shin-KEN Martial Art & Fit...";"+(91)-9999396387";"A1 Block, janak puri , pankha road, Janakpuri, Delhi - 110058, Near Uttam Nagar East Metro station piller no.637(Map)";"4.0";"2";"1967";"javascript:void(0);";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 01:00 pm"
241;"Karate India";"+(91)-8802222988";"S-4/42, Janakpuri, Delhi - 110058, Old Mahavir Nagar, Nr Janak Puri East Metro Station(Map)";"4.0";"38";"Also Provides Classe";"http://www.karateindia.org";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
242;"Bhrat Taekwondo & Self Defence...";"+(91)-11-33041537";"Sector 14, Rajiv Nagar, Gurgaon - 122001, Near Air Force School(Map)";"Null";"0";"2001";"javascript:void(0);";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm";"05:00 am - 08:00 pm"
243;"Lucky Lehnga";"+(91)-8010504064";"D 11/ 371 Ground Floor, Rohini Sector 7, Delhi - 110085(Map)";"4.0";"1";"Martial Art Training";"http://www.luckylehnga.com";"10:30 am - 07:30 pm";"10:30 am - 07:30 pm";"10:30 am - 07:30 pm";"10:30 am - 07:30 pm";"10:30 am - 07:30 pm";"10:30 am - 07:30 pm";"10:30 am - 07:30 pm"
244;"WORLD TAEKWONDO FEDERATION(WTF)";"+(91)-8285057757";"Off.G145, Maidan garhi , Chattarpur, Delhi - 110074, Nr lawn ya hospital(Map)";"Null";"0";"CashCheques";"javascript:void(0);";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm";"10:00 am - 06:00 pm"
245;"Mixed Martial Arts & Fitness";"+(91)-11-33639857";"A1/3, basement Janak Puri, Pankha Road, Janakpuri, Delhi - 110058, Aakash institute & Uttam Nagar East Metro station piller no.637(Map)";"3.8";"4";"CashCheques";"http://www.martialartt.com";"06:00 am - 12:00 pm  03:00 pm - 09:00 pm";"06:00 am - 12:00 pm  03:00 pm - 09:00 pm";"06:00 am - 12:00 pm  03:00 pm - 09:00 pm";"06:00 am - 12:00 pm  03:00 pm - 09:00 pm";"06:00 am - 12:00 pm  03:00 pm - 09:00 pm";"06:00 am - 12:00 pm  03:00 pm - 09:00 pm";"06:00 am - 12:00 pm"
246;"Thomas Kids International";"+(91)-9873406557";"E-9, Jungpura Ext, Jangpura, Delhi - 110014, Near Sanatan Dharm Mandir(Map)";"3.5";"11";"CashCheques";"http://www.tkiabacus.com";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
